timestamp,channel,message_id,message_text,is_signal,asset,direction,signal_time
2026-01-22 00:05:18,james martin vip channel m1,42435,📌 Withdrawing In Cryptocurrencies Is The Best Way To Receive Quickly And Without Blockages!  ➡️ [**Learn How To Deposit And Withdraw Using Cryptocurrencies**](https://telegra.ph/How-to-Withdraw-and-Deposit-on-the-Broker-Using-Cryptocurrencies-10-28),No,,,
2026-01-22 00:34:04,james martin vip channel m1,42436,"🚥 **VIP SIGNAL** 🚥 ⏰ Time zone: UTC-3  • **EURUSD-OTC** - PUT 🟥 - 00:37 • Expiration: 1 minute (M1) • If you lose, recover with up to 2 Gale.  📲 [Click to open the broker](https://bit.ly/RegistrationFree-PocketOption) ➡️ Don't know how to trade? [Click here](https://t.me/c/2320686916/3)",Yes,EURUSD-OTC,put,00:37
2026-01-22 00:39:03,james martin vip channel m1,42438,,No,,,
2026-01-22 00:56:06,james martin vip channel m1,42439,🔥,No,,,
2026-01-22 01:28:02,james martin vip channel m1,42440,"🚥 **VIP SIGNAL** 🚥 ⏰ Time zone: UTC-3  • **NZDUSD-OTC** - PUT 🟥 - 01:32 • Expiration: 1 minute (M1) • If you lose, recover with up to 2 Gale.  📲 [Click to open the broker](https://bit.ly/RegistrationFree-PocketOption) ➡️ Don't know how to trade? [Click here](https://t.me/c/2320686916/3)",Yes,NZDUSD-OTC,put,01:32
2026-01-22 01:34:02,james martin vip channel m1,42442,,No,,,
2026-01-22 01:48:03,james martin vip channel m1,42443,🚀 Don't Keep This Opportunity Just For Yourself! Help A Friend Start Earning Too. ➡️ [**Share This Link And Grow Together**](https://bit.ly/Access-To-Vip),No,,,
2026-01-22 02:32:01,james martin vip channel m1,42444,"🚥 **VIP SIGNAL** 🚥 ⏰ Time zone: UTC-3  • **EURGBP-OTC** - PUT 🟥 - 02:37 • Expiration: 1 minute (M1) • If you lose, recover with up to 2 Gale.  📲 [Click to open the broker](https://bit.ly/RegistrationFree-PocketOption) ➡️ Don't know how to trade? [Click here](https://t.me/c/2320686916/3)",Yes,EURGBP-OTC,put,02:37
2026-01-22 02:38:02,james martin vip channel m1,42446,,No,,,
2026-01-22 02:53:13,james martin vip channel m1,42447,⏳ It's Time To Stop Making Mistakes! Learn How To Trade Correctly And Maximize Your Profits.  ➡️ [**Click Here And Learn How To Trade**](https://telegra.ph/How-to-Start-Profiting-with-My-Signals-09-16),No,,,
2026-01-22 03:38:02,james martin vip channel m1,42448,"🚥 **VIP SIGNAL** 🚥 ⏰ Time zone: UTC-3  • **GBPUSD-OTC** - PUT 🟥 - 03:42 • Expiration: 1 minute (M1) • If you lose, recover with up to 2 Gale.  📲 [Click to open the broker](https://bit.ly/RegistrationFree-PocketOption) ➡️ Don't know how to trade? [Click here](https://t.me/c/2320686916/3)",Yes,GBPUSD-OTC,put,03:42
2026-01-22 03:43:02,james martin vip channel m1,42450,,No,,,
