timestamp,channel,message_id,message_text,is_signal,asset,direction,signal_time
2026-01-23 02:32:05,lc trader,23957,"**3º SESSION OF THE DAY IS ABOUT TO START 💸🤑**  **⏰We’ll start in 60 minutes — set your alarms** ‼️  **Get $50,000 to test our trades**  👇👇👇 [**📊CLICK HERE TO CREATE YOUR ACCOUNT**](https://bit.ly/registerpockett)  **Don’t know how to copy the trades??**  👇👇👇 [** 👨🏻‍🎓CLICK HERE TO WATCH THE MINI COURSE **](https://t.me/luctrader09/113)  ✅✅",No,,,
2026-01-23 03:02:06,lc trader,23958,**⏰ Set Your Alarms!**  🌐 TIME ZONES BY COUNTRY ⬇️ 🇬🇭 Starts at 04:00 AM - Ghana   🇳🇬 Starts at 05:00 AM - Nigeria   🇨🇲 Starts at 05:00 AM - Cameroon   🇿🇦 Starts at 06:00 AM - South Africa   🇪🇬 Starts at 06:00 AM - Egypt   🇵🇱 Starts at 06:00 AM - Poland   🇰🇪 Starts at 07:00 AM - Kenya   🇸🇴 Starts at 07:00 AM - Somalia   🇦🇪 Starts at 08:00 AM - United Arab Emirates   🇮🇳 Starts at 09:30 AM - India    **📌 We will send 5 HIGH-QUALITY signals!** **📢 Stay tuned and get ready! 🚀**,No,,,
2026-01-23 03:32:07,lc trader,23960,**We began our analyses folks 📊**  **TIME ZONE 👉 UTC -3 🌍**  Keep your broker open to not miss any opportunity👇  [**📊CLICK HERE TO CREATE YOUR ACCOUNT**](https://bit.ly/registerpockett),No,,,
2026-01-23 03:34:06,lc trader,23961,**OPPORTUNITY FOUND📊💰**  🌍TIMEZONE 👉 UTC -3 ⏳5 minutes of operation EURUSD_otc—18:35: CALL 🟢  ⏰ ENDS AT: 18:40  1º GALE - ENDS AT 18:45 2º GALE - ENDS AT 18:50  [**📲 Click here to open the broker**](https://bit.ly/registersafee),Yes,EURUSD_otc,call,18:35
2026-01-23 03:47:04,lc trader,23963,✅DIRECT VICTORY,No,,,
2026-01-23 03:49:04,lc trader,23964,**OPPORTUNITY FOUND📊💰**  🌍TIMEZONE 👉 UTC -3 ⏳5 minutes of operation USDDZD_otc—18:50: CALL 🟢  ⏰ ENDS AT: 18:55  1º GALE - ENDS AT 19:00 2º GALE - ENDS AT 19:05  [**📲 Click here to open the broker**](https://bit.ly/registersafee),Yes,USDDZD_otc,call,18:50
2026-01-23 04:11:04,lc trader,23966,✅VICTORY 2º GALE,No,,,
2026-01-23 04:13:06,lc trader,23967,**OPPORTUNITY FOUND📊💰**  🌍TIMEZONE 👉 UTC -3 ⏳5 minutes of operation LBPUSD_otc—19:15: CALL 🟢  ⏰ ENDS AT: 19:20  1º GALE - ENDS AT 19:25 2º GALE - ENDS AT 19:30  [**📲 Click here to open the broker**](https://bit.ly/registersafee),Yes,LBPUSD_otc,call,19:15
2026-01-23 04:34:04,lc trader,23969,✅VICTORY 1º GALE,No,,,
2026-01-23 04:36:04,lc trader,23970,**OPPORTUNITY FOUND📊💰**  🌍TIMEZONE 👉 UTC -3 ⏳5 minutes of operation QARCNY_otc—19:40: PUT 🔴  ⏰ ENDS AT: 19:45  1º GALE - ENDS AT 19:50 2º GALE - ENDS AT 19:55  [**📲 Click here to open the broker**](https://bit.ly/registersafee),Yes,QARCNY_otc,put,19:40
2026-01-23 04:53:05,lc trader,23972,✅DIRECT VICTORY,No,,,
2026-01-23 04:55:05,lc trader,23973,**OPPORTUNITY FOUND📊💰**  🌍TIMEZONE 👉 UTC -3 ⏳5 minutes of operation NZDUSD_otc—20:00: PUT 🔴  ⏰ ENDS AT: 20:05  1º GALE - ENDS AT 20:10 2º GALE - ENDS AT 20:15  [**📲 Click here to open the broker**](https://bit.ly/registersafee),Yes,NZDUSD_otc,put,20:00
2026-01-23 05:13:03,lc trader,23974,,No,,,
2026-01-23 05:13:07,lc trader,23977,OPERATIONS REPORT(22/01)📊  SIGNAL 1 -> WIN ✅ SIGNAL 2 -> WIN ✅ SIGNAL 3 -> WIN ✅ SIGNAL 4 -> WIN ✅ SIGNAL 5 -> WIN ✅  05 WIN ✅ 00 LOSS ❌,No,,,
2026-01-23 05:16:09,lc trader,23978,**END OF THE 3º SESSION 🚀🏆**,No,,,
